NXN	ENSG00000167693	219489_s_at
IL10	ENSG00000136634	207433_at
HLX	ENSG00000136630	214438_at
MYBL1	ENSG00000185697	213906_at
SLC25A1	ENSG00000100075	210010_s_at
TTI1	ENSG00000101407	212898_at
CHD1	ENSG00000153922	204258_at
SNTA1	ENSG00000101400	203516_at
MNS1	ENSG00000138587	219703_at
IFNGR2	ENSG00000159128	201642_at
CLSTN3	ENSG00000139182	204375_at
MNX1	ENSG00000130675	214614_at
KLRG1	ENSG00000139187	210288_at
DROSHA	ENSG00000113360	218269_at
FAM189A1	ENSG00000104059	213997_at
PDE6G	ENSG00000185527	210060_at
LMNB1	ENSG00000113368	203276_at
SMAD7	ENSG00000101665	204790_at
APBB3	ENSG00000113108	204650_s_at
SLC7A5	ENSG00000103257	201195_s_at
PSD	ENSG00000059915	208102_s_at
CDHR1	ENSG00000148600	213369_at
ZNF767	ENSG00000133624	219627_at
SLC39A14	ENSG00000104635	212110_at
IGLV6-57	ENSG00000211640	215035_at
PLEKHA1	ENSG00000107679	219024_at
BIK	ENSG00000100290	205780_at
TNKS2	ENSG00000107854	218228_s_at
LAPTM4A	ENSG00000068697	200673_at
HSPBAP1	ENSG00000169087	219284_at
TMEM168	ENSG00000146802	218962_s_at
MED24	ENSG00000008838	213043_s_at
ERMAP	ENSG00000164010	219905_at
PTS	ENSG00000150787	209694_at
FAM124B	ENSG00000124019	220637_at
KCNIP2	ENSG00000120049	221321_s_at
TEX12	ENSG00000150783	221438_s_at
IL18	ENSG00000150782	206295_at
RPE	ENSG00000197713	221770_at
NDUFAF4	ENSG00000123545	219006_at
MON1B	ENSG00000103111	203644_s_at
RAB38	ENSG00000123892	219412_at
FGFR4	ENSG00000160867	211237_s_at
PRPF19	ENSG00000110107	203103_s_at
ELOVL6	ENSG00000170522	210868_s_at
PFKFB3	ENSG00000170525	202464_s_at
CD70	ENSG00000125726	206508_at
SETD5	ENSG00000168137	221806_s_at
TNS4	ENSG00000131746	222265_at
GPBP1L1	ENSG00000159592	217877_s_at
TOP2A	ENSG00000131747	201291_s_at
RNF11	ENSG00000123091	208924_at
BHLHE41	ENSG00000123095	221530_s_at
RASSF8	ENSG00000123094	207754_at
CHRNB2	ENSG00000160716	206635_at
ADAR	ENSG00000160710	201786_s_at
ARPC5L	ENSG00000136950	220966_x_at
EDIL3	ENSG00000164176	207379_at
IL7R	ENSG00000168685	205798_at
NOS2	ENSG00000007171	210037_s_at
PJA2	ENSG00000198961	201133_s_at
SART1	ENSG00000175467	200051_at
PHF15	ENSG00000043143	208202_s_at
CDC37	ENSG00000105401	209953_s_at
RABAC1	ENSG00000105404	203136_at
GFPT2	ENSG00000131459	205100_at
ATP1A3	ENSG00000105409	214432_at
ITM2C	ENSG00000135916	221004_s_at
SYNGR2	ENSG00000108639	201079_at
ACP5	ENSG00000102575	204638_at
SNRPG	ENSG00000143977	205644_s_at
ASXL2	ENSG00000143970	218659_at
SLIRP	ENSG00000119705	221434_s_at
NDUFS1	ENSG00000023228	203039_s_at
PPT1	ENSG00000131238	200975_at
ANKRD36	ENSG00000135976	214723_x_at
GPR45	ENSG00000135973	211175_at
LGALS3	ENSG00000131981	208949_s_at
TNFSF12	ENSG00000239697	205611_at
TM6SF1	ENSG00000136404	219892_at
CEND1	ENSG00000184524	219591_at
ETV4	ENSG00000175832	211603_s_at
PTPLA	ENSG00000165996	219654_at
CEP112	ENSG00000154240	213644_at
SREK1IP1	ENSG00000153006	217608_at
MIS12	ENSG00000167842	221559_s_at
SOX12	ENSG00000177732	204432_at
ETV7	ENSG00000010030	221680_s_at
HLA-DRB1	ENSG00000196126	208306_x_at
PLCL1	ENSG00000115896	205934_at
MIA	ENSG00000261857	206560_s_at
TMPRSS6	ENSG00000187045	214955_at
SF3A3	ENSG00000183431	203818_s_at
MAPKAPK3	ENSG00000114738	202787_s_at
ACVR2B	ENSG00000114739	220028_at
CISH	ENSG00000114737	221223_x_at
UPP1	ENSG00000183696	203234_at
FIGF	ENSG00000165197	206742_at
PIGA	ENSG00000165195	205281_s_at
HAL	ENSG00000084110	206643_at
ACVR1	ENSG00000115170	203935_at
CCDC85C	ENSG00000205476	219018_s_at
INPP5E	ENSG00000148384	204706_at
EMR2	ENSG00000127507	207610_s_at
PRKRA	ENSG00000180228	209139_s_at
FAM46A	ENSG00000112773	221766_s_at
ULBP2	ENSG00000131015	221291_at
IL26	ENSG00000111536	221111_at
SAP30L	ENSG00000164576	219129_s_at
WDR12	ENSG00000138442	218512_at
HOXC5	ENSG00000172789	206739_at
ITGAV	ENSG00000138448	202351_at
CREB3L2	ENSG00000182158	212345_s_at
GEM	ENSG00000164949	204472_at
SPG11	ENSG00000104133	203513_at
RABEPK	ENSG00000136933	203150_at
MRPL41	ENSG00000182154	221936_x_at
CA5BP1	ENSG00000186312	213363_at
NAP1L3	ENSG00000186310	204749_at
NUDT18	ENSG00000173566	219665_at
BACE1	ENSG00000186318	217904_s_at
CCNG1	ENSG00000113328	208796_s_at
ZNF140	ENSG00000196387	204523_at
TLR2	ENSG00000137462	204924_at
SLC35C1	ENSG00000181830	218485_s_at
DOCK4	ENSG00000128512	205003_at
TREML2	ENSG00000112195	219748_at
SIL1	ENSG00000120725	218436_at
MYOT	ENSG00000120729	219728_at
PRRG4	ENSG00000135378	207291_at
CNP	ENSG00000173786	208912_s_at
PROX1	ENSG00000117707	207401_at
NOTCH4	ENSG00000204301	205247_at
EPX	ENSG00000121053	214627_at
DNAJC11	ENSG00000007923	215792_s_at
RAP1A	ENSG00000116473	202362_at
MRPS30	ENSG00000112996	218398_at
NNT	ENSG00000112992	202783_at
NAE1	ENSG00000159593	202268_s_at
HDAC1	ENSG00000116478	201209_at
RPL26L1	ENSG00000037241	218830_at
PALM	ENSG00000099864	203859_s_at
DNTT	ENSG00000107447	210487_at
CCNJ	ENSG00000107443	219470_x_at
FAM127B	ENSG00000203950	217948_at
INF2	ENSG00000203485	218144_s_at
CD69	ENSG00000110848	209795_at
ST7L	ENSG00000007341	219964_at
TGFBR1	ENSG00000106799	206943_at
PLEKHH3	ENSG00000068137	220259_at
MBIP	ENSG00000151332	218411_s_at
USP6	ENSG00000129204	206405_x_at
FBLN5	ENSG00000140092	203088_at
TUBA8	ENSG00000183785	220069_at
MB	ENSG00000198125	204179_at
BBS1	ENSG00000174483	218471_s_at
NAGK	ENSG00000124357	218231_at
SLC35E3	ENSG00000175782	218988_at
LLPH	ENSG00000139233	209779_at
RARS	ENSG00000113643	201330_at
DET1	ENSG00000140543	219641_at
RCVRN	ENSG00000109047	206203_at
NOP2	ENSG00000111641	214427_at
MPHOSPH6	ENSG00000135698	203740_at
AQP9	ENSG00000103569	205568_at
DIO1	ENSG00000211452	206457_s_at
BCMO1	ENSG00000135697	220087_at
RUFY1	ENSG00000176783	218243_at
RPS6KA3	ENSG00000177189	203843_at
BASP1	ENSG00000176788	202391_at
RPGR	ENSG00000156313	207624_s_at
SLC25A15	ENSG00000102743	218653_at
NPTN	ENSG00000156642	202228_s_at
BRCA1	ENSG00000012048	211851_x_at
ALDH1A3	ENSG00000184254	203180_at
ACTN3	ENSG00000248746	206891_at
MSC	ENSG00000178860	209928_s_at
RASGRP1	ENSG00000172575	205590_at
RAD54L	ENSG00000085999	204558_at
KIF2C	ENSG00000142945	211519_s_at
CNTNAP1	ENSG00000108797	219400_at
NMNAT2	ENSG00000157064	209755_at
PLOD1	ENSG00000083444	200827_at
GABBR1	ENSG00000204681	203146_s_at
COL6A3	ENSG00000163359	201438_at
SLC9A2	ENSG00000115616	211116_at
UQCR10	ENSG00000184076	218190_s_at
REEP4	ENSG00000168476	218777_at
HLTF	ENSG00000071794	202983_at
PRKAA2	ENSG00000162409	207709_at
NOL9	ENSG00000162408	218754_at
TMEM30A	ENSG00000112697	217743_s_at
COX7A2	ENSG00000112695	201597_at
UCHL3	ENSG00000118939	204616_at
SLC6A4	ENSG00000108576	207519_at
GTF3C3	ENSG00000119041	218343_s_at
GNL2	ENSG00000134697	201948_at
APH1B	ENSG00000138613	221036_s_at
CILP	ENSG00000138615	206227_at
UNC13A	ENSG00000130477	214817_at
PELI1	ENSG00000197329	218319_at
ITGA3	ENSG00000005884	201474_s_at
MAP1S	ENSG00000130479	218522_s_at
DGKI	ENSG00000157680	206806_at
TTTY15	ENSG00000233864	214983_at
CNKSR2	ENSG00000149970	206731_at
OSMR	ENSG00000145623	205729_at
ZNF35	ENSG00000169981	206096_at
ABCA6	ENSG00000154262	217504_at
ABCA5	ENSG00000154265	213353_at
RSL24D1	ENSG00000137876	217915_s_at
BCL2L10	ENSG00000137875	221320_at
MYLPF	ENSG00000180209	205163_at
ZNF280D	ENSG00000137871	221213_s_at
HSPA14	ENSG00000187522	219212_at
ARPC5	ENSG00000162704	211963_s_at
PSMD7	ENSG00000103035	201705_at
OVGP1	ENSG00000085465	205432_at
GNAZ	ENSG00000128266	204993_at
GIN1	ENSG00000145723	219467_at
SH2D2A	ENSG00000027869	207351_s_at
KBTBD4	ENSG00000123444	218569_s_at
SETD3	ENSG00000183576	212465_at
LAMA1	ENSG00000101680	222346_at
CYTH3	ENSG00000008256	206523_at
PMPCA	ENSG00000165688	212088_at
SRM	ENSG00000116649	201516_at
RSBN1	ENSG00000081019	213694_at
THNSL2	ENSG00000144115	219044_at
PADI2	ENSG00000117115	209791_at
LPHN2	ENSG00000117114	206953_s_at
XPO1	ENSG00000082898	208775_at
SDHB	ENSG00000117118	214166_at
TSPAN3	ENSG00000140391	200973_s_at
NEIL1	ENSG00000140398	219396_s_at
GK3P	ENSG00000229894	215966_x_at
B4GALT3	ENSG00000158850	210243_s_at
CHRNA5	ENSG00000169684	206533_at
TCHH	ENSG00000159450	213780_at
METTL21D	ENSG00000100483	218940_at
UBFD1	ENSG00000103353	205687_at
SPATA20	ENSG00000006282	218164_at
SLC12A9	ENSG00000146828	220371_s_at
PITPNM1	ENSG00000110697	203826_s_at
FAM179B	ENSG00000198718	213304_at
DNAJB14	ENSG00000164031	219237_s_at
SNHG3	ENSG00000242125	215011_at
BDH2	ENSG00000164039	218285_s_at
PICK1	ENSG00000100151	204746_s_at
DEPDC5	ENSG00000100150	205223_at
PIEZO2	ENSG00000154864	219602_s_at
MORF4L2	ENSG00000123562	201994_at
NAGPA	ENSG00000103174	205090_s_at
UBQLN4	ENSG00000160803	222252_x_at
PTH1R	ENSG00000160801	205911_at
SNRPD2	ENSG00000125743	200826_at
OPA3	ENSG00000125741	206357_at
ARL6IP1	ENSG00000170540	211935_at
SMAGP	ENSG00000170545	209679_s_at
RTN2	ENSG00000125744	204217_s_at
MAPK3	ENSG00000102882	212046_x_at
RPH3AL	ENSG00000181031	221614_s_at
GDPD3	ENSG00000102886	219722_s_at
SLC25A42	ENSG00000181035	214029_at
MYBPC3	ENSG00000134571	208040_s_at
TARS2	ENSG00000143374	221189_s_at
ACP2	ENSG00000134575	202767_at
LRRC8D	ENSG00000171492	218684_at
RAB4A	ENSG00000168118	203581_at
ARHGAP10	ENSG00000071205	219431_at
ZNF217	ENSG00000171940	203739_at
MCM9	ENSG00000111877	219673_at
GRAMD4	ENSG00000075240	212856_at
FAM184A	ENSG00000111879	220150_s_at
IGLV2-23	ENSG00000211660	216984_x_at
SYTL2	ENSG00000137501	220613_s_at
TG	ENSG00000042832	203673_at
SIRT1	ENSG00000096717	218878_s_at
SIAH2	ENSG00000181788	209339_at
HIST1H2BF	ENSG00000197846	208490_x_at
IGKV4-1	ENSG00000211598	214777_at
RBMX	ENSG00000147274	213762_x_at
KIF3A	ENSG00000131437	213623_at
USP11	ENSG00000102226	208723_at
GEMIN8	ENSG00000046647	219252_s_at
PHF16	ENSG00000102221	204866_at
COQ6	ENSG00000119723	218760_at
VPS54	ENSG00000143952	218423_x_at
POLR3B	ENSG00000013503	219459_at
AKAP3	ENSG00000111254	207344_at
SH2B3	ENSG00000111252	203320_at
SMC6	ENSG00000163029	218781_at
CIC	ENSG00000079432	212784_at
UGT2A3	ENSG00000135220	219948_x_at
HLA-DMB	ENSG00000242574	203932_at
INCENP	ENSG00000149503	219769_at
GALNS	ENSG00000141012	206335_at
KNTC1	ENSG00000184445	206316_s_at
GDF9	ENSG00000164404	221314_at
CLCF1	ENSG00000175505	219500_at
CARKD	ENSG00000213995	217940_s_at
PDCD10	ENSG00000114209	210907_s_at
ZNF696	ENSG00000185730	220967_s_at
BCHE	ENSG00000114200	205433_at
PEX5L	ENSG00000114757	219642_s_at
ITGB1BP1	ENSG00000119185	203337_x_at
BLVRB	ENSG00000090013	202201_at
OTOF	ENSG00000115155	220492_s_at
RBM15	ENSG00000162775	219286_s_at
MPST	ENSG00000128309	203524_s_at
SAMD9	ENSG00000205413	219691_at
MSH2	ENSG00000095002	209421_at
NIN	ENSG00000100503	219285_s_at
EXOC5	ENSG00000070367	218748_s_at
STK32B	ENSG00000152953	219686_at
MMD	ENSG00000108960	203414_at
WASF2	ENSG00000158195	221725_at
STAMBPL1	ENSG00000138134	220803_at
MAP3K10	ENSG00000130758	206362_x_at
TRIM25	ENSG00000121060	206911_at
MTX2	ENSG00000128654	203517_at
PAXIP1	ENSG00000157212	212825_at
DCAF10	ENSG00000122741	219001_s_at
SCPEP1	ENSG00000121064	218217_at
SSBP3	ENSG00000157216	217991_x_at
NEO1	ENSG00000067141	204321_at
ARRB1	ENSG00000137486	218832_x_at
ZNF124	ENSG00000196418	206928_at
ARMCX2	ENSG00000184867	203404_at
CTAGE1	ENSG00000212710	220957_at
TSPAN14	ENSG00000108219	221002_s_at
OSBPL9	ENSG00000117859	218047_at
AVPI1	ENSG00000119986	218631_at
DDX43	ENSG00000080007	220004_at
FTCD	ENSG00000160282	220604_x_at
ATP5F1	ENSG00000116459	211755_s_at
MFSD5	ENSG00000182544	212861_at
NCAN	ENSG00000130287	205143_at
RACGAP1	ENSG00000161800	222077_s_at
TNFSF4	ENSG00000117586	207426_s_at
TIMM13	ENSG00000099800	218188_s_at
CDC34	ENSG00000099804	212540_at
GSDMD	ENSG00000104518	218154_at
ACIN1	ENSG00000100813	201715_s_at
NSUN7	ENSG00000179299	220194_at
RBM14	ENSG00000239306	204178_s_at
RNF103	ENSG00000239305	202636_at
GVINP1	ENSG00000254838	220577_at
RNF7	ENSG00000114125	218286_s_at
ERI2	ENSG00000196678	213365_at
ZNF415	ENSG00000170954	205514_at
PRKCDBP	ENSG00000170955	213010_at
ZNHIT2	ENSG00000174276	219050_s_at
PGK2	ENSG00000170950	217009_at
TBC1D16	ENSG00000167291	222116_s_at
ZNF37BP	ENSG00000234420	215358_x_at
DYNC1H1	ENSG00000197102	211928_at
SLC26A10	ENSG00000135502	214951_at
CR2	ENSG00000117322	205544_s_at
F8	ENSG00000185010	205756_s_at
CKS2	ENSG00000123975	204170_s_at
MCTP2	ENSG00000140563	220603_s_at
FURIN	ENSG00000140564	201945_at
RPL30	ENSG00000156482	200062_s_at
CLIP4	ENSG00000115295	219944_at
FMO1	ENSG00000010932	205666_at
RAPGEF4	ENSG00000091428	205651_x_at
RAB1B	ENSG00000174903	220964_s_at
ECT2	ENSG00000114346	219787_s_at
ZNF248	ENSG00000198105	213269_at
CARS2	ENSG00000134905	218153_at
EIF5A2	ENSG00000163577	220198_s_at
SPATS2	ENSG00000123352	218324_s_at
ORMDL2	ENSG00000123353	218556_at
ZNF492	ENSG00000229676	215532_x_at
SLC2A8	ENSG00000136856	218985_at
LAMB2	ENSG00000172037	216264_s_at
KLHL3	ENSG00000146021	221221_s_at
RNF141	ENSG00000110315	219104_at
DBNDD1	ENSG00000003249	222234_s_at
OTUD7B	ENSG00000163113	220031_at
GBP2	ENSG00000162645	202748_at
KRCC1	ENSG00000172086	218303_x_at
FZD9	ENSG00000188763	207639_at
RARS2	ENSG00000146282	207472_at
HAGH	ENSG00000063854	205012_s_at
AURKC	ENSG00000105146	211107_s_at
ANP32C	ENSG00000248546	208538_at
POLR3D	ENSG00000168495	208361_s_at
SDPR	ENSG00000168497	218711_s_at
PHYHIP	ENSG00000168490	205325_at
GNPAT	ENSG00000116906	201956_s_at
ZNF234	ENSG00000263002	217663_at
CD302	ENSG00000241399	203799_at
EEF1B2	ENSG00000114942	200705_s_at
IRF3	ENSG00000126456	202621_at
PRMT1	ENSG00000126457	206445_s_at
ENO3	ENSG00000108515	204483_at
RRAS	ENSG00000126458	212647_at
PFN1	ENSG00000108518	200634_at
EPS8L2	ENSG00000177106	218180_s_at
RHOG	ENSG00000177105	203175_at
ICT1	ENSG00000167862	204868_at
USP53	ENSG00000145390	216775_at
ACTR3B	ENSG00000133627	218868_at
TMEM8B	ENSG00000137103	207839_s_at
MTG1	ENSG00000148824	212767_at
SNTG2	ENSG00000172554	220487_at
ARHGAP24	ENSG00000138639	221030_s_at
PELI2	ENSG00000139946	219132_at
RBM4	ENSG00000173933	213718_at
RPAP2	ENSG00000122484	219504_s_at
ZBTB32	ENSG00000011590	220118_at
SLCO4C1	ENSG00000173930	222071_s_at
RWDD3	ENSG00000122481	205087_at
ZNF184	ENSG00000096654	213452_at
WFDC2	ENSG00000101443	203892_at
HCK	ENSG00000101336	208018_s_at
AHCY	ENSG00000101444	200903_s_at
CTRL	ENSG00000141086	214377_s_at
TSPAN4	ENSG00000214063	209264_s_at
TFDP3	ENSG00000183434	207385_at
HERC2P3	ENSG00000180229	215847_at
EGFL7	ENSG00000172889	218825_at
CASC5	ENSG00000137812	220247_at
INTS8	ENSG00000164941	218905_at
HAUS2	ENSG00000137814	220071_x_at
PARP6	ENSG00000137817	219639_x_at
RPLP1	ENSG00000137818	200763_s_at
BPGM	ENSG00000172331	203502_at
POP7	ENSG00000172336	209482_at
CPSF3L	ENSG00000127054	217994_x_at
ANKRD46	ENSG00000186106	212731_at
CYP2R1	ENSG00000186104	207786_at
SLC10A3	ENSG00000126903	204928_s_at
IQGAP2	ENSG00000145703	203474_at
PCSK1	ENSG00000175426	205825_at
DENND4A	ENSG00000174485	214787_at
CENPO	ENSG00000138092	219472_at
FBXO2	ENSG00000116661	219305_x_at
CHAF1B	ENSG00000159259	204775_at
RPF1	ENSG00000117133	218462_at
POMGNT1	ENSG00000085998	217944_at
CPB2	ENSG00000080618	206651_s_at
CCND1	ENSG00000110092	208712_at
RALB	ENSG00000144118	202101_s_at
JMJD4	ENSG00000081692	218560_s_at
DCTN6	ENSG00000104671	203261_at
ZMAT5	ENSG00000100319	218752_at
GIMAP4	ENSG00000133574	219243_at
CCL25	ENSG00000131142	206988_at
LOR	ENSG00000203782	207720_at
TTC23	ENSG00000103852	219838_at
CCDC51	ENSG00000164051	218722_s_at
CTR9	ENSG00000198730	202060_at
GALR2	ENSG00000182687	211226_at
PRSS16	ENSG00000112812	208165_s_at
BCL10	ENSG00000142867	205263_at
SPA17	ENSG00000064199	205406_s_at
MMP17	ENSG00000198598	206234_s_at
RSG1	ENSG00000132881	220963_s_at
LRRC48	ENSG00000171962	208140_s_at
PPIH	ENSG00000171960	204228_at
PWP2	ENSG00000241945	209336_at
TOE1	ENSG00000132773	204080_at
RUSC1	ENSG00000160753	206949_s_at
TIAM1	ENSG00000156299	206409_at
TSPAN7	ENSG00000156298	202242_at
FAP	ENSG00000078098	209955_s_at
CECR1	ENSG00000093072	219505_at
DTYMK	ENSG00000168393	203270_at
TAP1	ENSG00000168394	202307_s_at
OCLM	ENSG00000262180	208274_at
MAML3	ENSG00000196782	207946_at
WDR76	ENSG00000092470	205519_at
IL12RB1	ENSG00000096996	206890_at
IGSF1	ENSG00000147255	207695_s_at
MPG	ENSG00000103152	203686_at
MLYCD	ENSG00000103150	218869_at
CCT6B	ENSG00000132141	206587_at
CCDC71	ENSG00000177352	219893_at
BATF	ENSG00000156127	205965_at
PBX3	ENSG00000167081	204082_at
GPN3	ENSG00000111231	218461_at
RINT1	ENSG00000135249	218598_at
AKTIP	ENSG00000166971	218373_at
ANKS1A	ENSG00000064999	212747_at
IP6K2	ENSG00000068745	218192_at
TAF11	ENSG00000064995	209358_at
GNG11	ENSG00000127920	204115_at
ITIH4	ENSG00000055955	37201_at
VAV1	ENSG00000141968	206219_s_at
DCUN1D1	ENSG00000043093	218583_s_at
RSRC1	ENSG00000174891	219507_at
SLC4A5	ENSG00000188687	221723_s_at
ATF6	ENSG00000118217	217550_at
POLH	ENSG00000170734	219380_x_at
SEPHS2	ENSG00000179918	200961_at
DEPTOR	ENSG00000155792	218858_at
CLCNKB	ENSG00000184908	205985_x_at
DNAH6	ENSG00000115423	215341_at
RNF2	ENSG00000121481	205215_at
PGP	ENSG00000184207	218410_s_at
POMC	ENSG00000115138	205720_at
SH3GLB2	ENSG00000148341	218813_s_at
GALNT7	ENSG00000109586	218313_s_at
TRAF2	ENSG00000127191	204413_at
KIAA0556	ENSG00000047578	213185_at
RNF34	ENSG00000170633	219035_s_at
TRMT1L	ENSG00000121486	220992_s_at
PLEKHF1	ENSG00000166289	219566_at
RNF111	ENSG00000157450	218761_at
PLCH2	ENSG00000149527	206080_at
RSAD1	ENSG00000136444	218307_at
SGCE	ENSG00000127990	204688_at
CASD1	ENSG00000127995	219342_at
NOP10	ENSG00000182117	217962_at
HMGB3	ENSG00000029993	203744_at
PAQR4	ENSG00000162073	212858_at
SLC26A6	ENSG00000225697	221572_s_at
VANGL1	ENSG00000173218	219330_at
AGAP1	ENSG00000157985	204066_s_at
ABLIM3	ENSG00000173210	205730_s_at
MYBPC2	ENSG00000086967	206394_at
GALNT11	ENSG00000178234	219013_at
FKBP3	ENSG00000100442	218003_s_at
TBC1D12	ENSG00000108239	221858_at
CSTA	ENSG00000121552	204971_at
FCGBP	ENSG00000090920	203240_at
MRPL28	ENSG00000086504	204599_s_at
ZNF271	ENSG00000257267	211009_s_at
CRELD1	ENSG00000163703	203368_at
ZBP1	ENSG00000124256	208087_s_at
UEVLD	ENSG00000151116	220775_s_at
DVL1	ENSG00000107404	203230_at
NEAT1	ENSG00000245532	214657_s_at
HPSE	ENSG00000173083	219403_s_at
TUBB1	ENSG00000101162	208601_s_at
SLMO2	ENSG00000101166	217851_s_at
ATP5E	ENSG00000124172	217801_at
ZNF408	ENSG00000175213	219224_x_at
COQ2	ENSG00000173085	213379_at
TGM1	ENSG00000092295	206008_at
ECSIT	ENSG00000130159	218225_at
ZNF562	ENSG00000171466	219163_at
ATP1B2	ENSG00000129244	204311_at
CHCHD7	ENSG00000170791	218642_s_at
ZNF33B	ENSG00000196693	215022_x_at
MARCO	ENSG00000019169	205819_at
IQSEC2	ENSG00000124313	214819_at
ZNF682	ENSG00000197124	216468_s_at
HMGCL	ENSG00000117305	202772_at
LIAS	ENSG00000121897	214045_at
TMEM156	ENSG00000121895	220169_at
RETSAT	ENSG00000042445	218124_at
CORO1C	ENSG00000110880	221676_s_at
ZFYVE16	ENSG00000039319	203651_at
CAPRIN2	ENSG00000110888	218456_at
FAN1	ENSG00000198690	203678_at
PGD	ENSG00000142657	201118_at
WDR62	ENSG00000075702	215218_s_at
SF3B2	ENSG00000087365	200619_at
KIF13B	ENSG00000197892	202962_at
SYT17	ENSG00000103528	205613_at
CDK5R1	ENSG00000176749	204996_s_at
CNIH3	ENSG00000143786	214841_at
ZNF280B	ENSG00000198477	215048_at
RAX	ENSG00000134438	208242_at
TRPM2	ENSG00000142185	205708_s_at
ZNF259	ENSG00000109917	200054_at
MTCH2	ENSG00000109919	217772_s_at
EMR3	ENSG00000131355	210724_at
TMEM50B	ENSG00000142188	219600_s_at
ZNF135	ENSG00000176293	206142_at
NCKAP1L	ENSG00000123338	209734_at
ZNF189	ENSG00000136870	207513_s_at
PRPF4	ENSG00000136875	209162_s_at
STX17	ENSG00000136874	218666_s_at
USP20	ENSG00000136878	203965_at
S1PR1	ENSG00000170989	204642_at
IRAK1	ENSG00000184216	201587_s_at
MSX1	ENSG00000163132	205932_s_at
TMEM208	ENSG00000168701	221597_s_at
C1S	ENSG00000182326	208747_s_at
KCNJ14	ENSG00000182324	220776_at
DNM1	ENSG00000106976	217341_at
ATP1A1	ENSG00000163399	220948_s_at
AUP1	ENSG00000115307	220525_s_at
LMCD1	ENSG00000071282	218574_s_at
CHCHD2	ENSG00000106153	217720_at
ADH5	ENSG00000197894	208848_at
ALPK3	ENSG00000136383	214846_s_at
IREB2	ENSG00000136381	214666_x_at
PPP2R2A	ENSG00000221914	202313_at
NPC1L1	ENSG00000015520	220106_at
RGS19	ENSG00000171700	204336_s_at
APOBEC3F	ENSG00000128394	214994_at
ZNF750	ENSG00000141579	219995_s_at
ULK1	ENSG00000177169	209333_at
SECTM1	ENSG00000141574	213716_s_at
CBX8	ENSG00000141570	219755_at
LMBR1L	ENSG00000139636	220036_s_at
SECISBP2	ENSG00000187742	218265_at
BANP	ENSG00000172530	219966_x_at
PPP1CA	ENSG00000172531	200846_s_at
FOXJ3	ENSG00000198815	217310_s_at
RBM4B	ENSG00000173914	209497_s_at
HOXB2	ENSG00000173917	205453_at
UQCRH	ENSG00000173660	202233_s_at
HIST1H2BN	ENSG00000233822	207226_at
SLC39A4	ENSG00000147804	219215_s_at
C1QTNF1	ENSG00000173918	220975_s_at
ZBTB3	ENSG00000185670	220391_at
FAM69A	ENSG00000154511	216044_x_at
ZCWPW1	ENSG00000078487	220618_s_at
GRIN2A	ENSG00000183454	206534_at
IGFBP4	ENSG00000141753	201508_at
FKBP10	ENSG00000141756	219249_s_at
SMAP1	ENSG00000112305	218137_s_at
ACOT13	ENSG00000112304	204565_at
PTK7	ENSG00000112655	207011_s_at
RPS12	ENSG00000112306	213377_x_at
VNN2	ENSG00000112303	205922_at
KLF2	ENSG00000127528	219371_s_at
PFN2	ENSG00000070087	204992_s_at
CUL9	ENSG00000112659	213204_at
IL12B	ENSG00000113302	207901_at
CNOT6	ENSG00000113300	217970_s_at
PHF14	ENSG00000106443	204525_at
OLFML2A	ENSG00000185585	213075_at
ID1	ENSG00000125968	208937_s_at
FGL2	ENSG00000127951	204834_at
PRR14L	ENSG00000183530	216555_at
ARMCX5	ENSG00000125962	219335_at
STRN4	ENSG00000090372	217903_at
EPPK1	ENSG00000227184	208156_x_at
AUTS2	ENSG00000158321	212599_at
ASNS	ENSG00000070669	205047_s_at
CD2	ENSG00000116824	205831_at
CIAPIN1	ENSG00000005194	208968_s_at
CYP2W1	ENSG00000073067	220562_at
DPM1	ENSG00000000419	202673_at
NHLRC2	ENSG00000196865	219353_at
FGF17	ENSG00000158815	221376_at
RNF121	ENSG00000137522	219021_at
GSTO1	ENSG00000148834	201470_at
CHRM5	ENSG00000184984	221347_at
TMEM121	ENSG00000184986	219663_s_at
SEMA7A	ENSG00000138623	210083_at
FAM118A	ENSG00000100376	219629_at
SLC20A1	ENSG00000144136	201920_at
PPCDC	ENSG00000138621	219066_at
MLLT1	ENSG00000130382	214477_at
ATG10	ENSG00000152348	207774_at
APOF	ENSG00000175336	207262_at
CD81	ENSG00000110651	200675_at
MST1R	ENSG00000164078	205455_at
ZNF706	ENSG00000120963	218059_at
ADRB1	ENSG00000043591	208214_at
HSPA4L	ENSG00000164070	205543_at
BANF1	ENSG00000175334	210125_s_at
IGLL1	ENSG00000128322	206660_at
HEATR3	ENSG00000155393	219289_at
KLHL12	ENSG00000117153	219931_s_at
MRPL33	ENSG00000243147	203781_at
PTK2	ENSG00000169398	207821_s_at
GOLM1	ENSG00000135052	217771_at
PYGB	ENSG00000100994	201481_s_at
TRPC4AP	ENSG00000100991	212059_s_at
JMJD1C	ENSG00000171988	221763_at
LDHAL6B	ENSG00000171989	210712_at
LIPG	ENSG00000101670	219181_at
ZP2	ENSG00000103310	207933_at
TRDMT1	ENSG00000107614	206308_at
MEFV	ENSG00000103313	208262_x_at
CUBN	ENSG00000107611	206775_at
CRYM	ENSG00000103316	205489_at
ZNF324	ENSG00000083812	205182_s_at
